"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,9.57308692703056,0.245472643499918,0.000558780436683921,0.131150128488921,12.2747470226105,0.184493733355841,4.45546315566009e-05,0.095543735524533,12.1134541718063,0.243432521914963,0.00114076872131155,0.176046999506162,17.1933466518779,1.91037185020865,0,0.0216188481486704,0.0100298914321614,0.0370532312157196,0.0211001812307287,0,0,0,0,13.8869027585164,0.142797690758221,0.0828937322018391
2,10.2117239558627,0.228839959017236,0.000106708805074994,0.0807253637720985,12.2147268140852,0.181110372190745,1.21565176711232e-05,0.0645541533291688,12.8921288106723,0.232217775284476,0.00040750575108792,0.116170281497785,17.1256221279834,1.90284690310927,0,0.0298063051816947,0.0180137626236467,0.044724330935892,0.0284534599719411,0,0,0,0,13.8821648136667,0.140477126877081,0.0356749520151699
3,10.5069955429491,0.215695352400214,8.84974320449784e-05,0.0489439266946403,12.1930417574881,0.175661406161363,5.8773083233752e-06,0.0448014899528923,13.2706673613173,0.226067744902946,0.000692909071817912,0.0698040093535478,17.3357523959651,1.92619471066279,0,0.0263847683924043,0.0190495957045339,0.0399770190118141,0.0275504215979539,0,0,0,0,13.8602789609418,0.135797742688204,0.0145309345296365
4,10.6978712344809,0.202843175056059,0.000627119264618884,0.0280451631995637,12.1979343199496,0.168771790730289,1.27026576490106e-05,0.0314104104193801,13.4195856103647,0.222455561119977,0.0669808075698682,0.0399594705137386,16.2147070142705,1.80163411269672,0,0.0189039558689627,0.0134504312420234,0.0286738321717296,0.0190269821027796,0,0,0,0,13.8463176350067,0.130795957513998,0.00743270637669633
5,10.6053191245246,0.19965132600358,0.0705495700487108,0.0132055589456339,12.2356423262842,0.161743550349538,0.000143178198007683,0.0229606565886428,11.3150116192269,0.351188448491247,1.28010209990908,0.297720803771004,13.1600963595804,1.46223292884227,0,0.0116788386438792,0.00762729686484622,0.0212970118220043,0.0154827181364305,0,0,0,0,13.8169861585022,0.127098196773175,0.005291860048961
6,8.21666980276216,0.311597617635726,1.50891987385223,0.251383688999422,12.2811844417291,0.155946744397878,0.00185682936392695,0.0191798889279747,7.73536787706905,0.557232515642394,1.94491991140981,1.37091365755265,11.5509180218973,1.28343533576637,0,0.0095873241431065,0.00610459463796504,0.0204709973851485,0.0130943704529532,0,0,0,0,13.7688849984387,0.124045743397971,0.00471590373973952
7,5.95891792663392,0.44906461107038,1.13594285499524,1.39638000911445,12.3070422997663,0.153238239714808,0.0015834954119913,0.0739296914787794,6.91458769956983,0.557335855245333,0.797947684837624,1.93598595775561,11.591656969035,1.28796188544833,0,0.010407771990304,0.00777148975870542,0.0273277278497426,0.019738860067106,0,0,0,0,13.7686497591123,0.121150745923667,0.00597132954150743
8,5.36660117282567,0.439231463779643,0.588243058129249,1.46240487537504,12.3204549732711,0.157022993231469,0.000492144794954556,0.220979251379707,6.40027893019114,0.475659457500654,0.585842070753868,1.61890329251744,12.1514036092294,1.35015595658105,0,0.0101755014277377,0.00670559683917648,0.0195772172139239,0.0126316841940657,0,0,0,0,13.7799872711111,0.118420339722678,0.0254097982231588
9,5.02508640102531,0.445061571738723,0.481333161840654,0.980636831014351,12.3428600822341,0.16839171336402,0.000334803023081303,0.293591448901484,5.99027833840779,0.455453336048506,0.469585335975998,1.18534676935638,13.4914654061051,1.49905171178945,0,0.0155591433646069,0.0122496735356334,0.031881681126025,0.0277409256095924,0,0,0,0,13.8004985690808,0.118012979158503,0.0745709184248643
10,5.55159055505495,0.391103152744598,0.17340174784016,0.596622455017885,12.3647702712289,0.180158487562359,0.000418491855430157,0.282051156734798,6.05520892690972,0.424448269471575,0.288000990132817,0.77851670900476,14.4293765591224,1.60326406212471,0,0.0191358584744681,0.0126015603436463,0.0276565566063843,0.0196507561110681,0,0,0,0,13.8270943150343,0.124116779482987,0.140197268874603
11,6.74741539366439,0.312040457239323,0.0351944015144356,0.349194580543226,12.355960200036,0.185580049636681,0.000454924751892222,0.213244890161225,7.7259598520744,0.334415708131987,0.0735699333799495,0.451985041588192,15.5818704806924,1.73131894229916,0,0.0184437741399817,0.00979183149331855,0.0345462160776295,0.0214112942875733,0,0,0,0,13.8240416278944,0.134086865227747,0.182563109608874
12,8.35946497247908,0.266613763797427,0.00486823170614707,0.209553117357993,12.2516327689319,0.186309636460928,0.000187389120041487,0.140549682786033,9.59322994235847,0.270284490243554,0.0102174085236034,0.277803028307666,15.9187477715265,1.76874975239184,0,0.0249642816897247,0.0123106223601167,0.0379007504952531,0.019629057439562,0,0,0,0,13.8463351325477,0.141040310212006,0.142628283471817
